TYPE,CONTENT,DESCRIPTION,IS_COLLAPSED,PRIORITY,INDENT,AUTHOR,RESPONSIBLE,DATE,DATE_LANG,TIMEZONE,DURATION,DURATION_UNIT,DEADLINE,DEADLINE_LANG
task,Paraiška. Studentų tyrimai semestrų metu.,"STUDENTŲ tyrimas semestro metu.

**Studento tyrimų projektas -** tai rudens ir pavasario semestrais laisvu nuo studijų metu studento pagal individualią programą **atliekamas mokslo (meno) tiriamasis darbas**, **vadovaujant tyrimo vadovui.**

**Tyrimo vadovas – vykdančiojoje institucijoje dirbantis asmuo, kuris turi atitikti šiuos reikalavimus** paskutinę kvietime nurodytą paraiškų pateikimo termino dieną: 1) būti mokslininkas, meno daktaras arba pripažintas menininkas, 2) neturėti Lietuvos mokslo tarybos mokslo ir sklaidos projektų [konkursinio finansavimo bendrųjų taisyklių 76–80 punktuose](https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/9f1a51a257da11e9a461a9899f91e827/asr) nurodytų apribojimų svarstant jo teikiamą paraišką.

**Studentas - Lietuvos aukštojoje mokykloje studijuojantis asmuo, kuris turi atitikti šiuos reikalavimus** paskutinę kvietime nurodytą paraiškų pateikimo termino dieną: 1) būti pirmosios pakopos ir (ar) vientisųjų studijų pirmo ar antro kurso studentas, 2) turėti paskutinio semestro visų studijuotų dalykų įvertinimų svertinį vidurkį ne mažesnį kaip 8,0.

**Projektai vykdomi** **7 mėnesius** 2025 m. rudens – 2026 m. pavasario semestrais (**2025 m. spalio – 2026 m. balandžio mėn.).** Projekto biudžetas **-** **4800 Eur**. Studento veikla bus remiama  **400 EUR per mėnesį stipendija.**

**Paraiškų pateikimo terminas** - iki 2025 m. gegužės 16 d. 16:00 val. **Tyrimo vadovas** kartu su vykdančiąja institucija Lietuvos mokslo tarybos paraiškų ir ataskaitų teikimo elektroninėje **sistemoje** [https://junkis.lmt.lt](https://junkis.lmt.lt/) **turi pateikti paraišką lietuvių kalba** **su privalomais priedais:** 1) vykdančiosios institucijos raštą dėl projekto vykdymo užtikrinimo (lietuvių kalba), 2) pažymą apie studento studijų rezultatus (lietuvių kalba), 3) įgaliojimas Studijų prorektoriui (lietuvių kalba). Tyrimo vadovas ir studentas gali būti nurodyti **tik vienoje kvietimo paraiškoje.**

**Ekspertiniam vertinimui teikiamos tik administracinės patikros reikalavimus atitikusios paraiškos.** Paraiškų ekspertinis vertinimas atliekamas vadovaujantis Lietuvos mokslo tarybos pirmininko patvirtintu Projektų ir jų ataskaitų ekspertinio vertinimo tvarkos aprašu ir ekspertinio vertinimo formomis skirtomis HSCV bei GTMŽ sričių paraiškoms. Paraiškas vertina Lietuvos ekspertų komisijos, sudarytos vadovaujantis Lietuvos mokslo tarybos ekspertų ir jų veiklos bendrosiomis taisyklėmis.

**Metodinę medžiagą ir dokumentų formas galite parsisiųsti** paspaudę nuorodą pavadinimu „[Dokumentai pareiškėjams (STSM2025)](https://filesender.vu.lt/filesender/?s=download&token=07baa469-db59-44b1-863a-c8e7ed1e6fc2)”. Kvietimo informaciją galite rasti Lietuvos mokslo tarybos puslapyje čia >>>

Pradėjus rengti projekto paraišką pirmiausia informuokite padalinio paskirtus darbuotojus apie tokios projekto paraiškos rengimą. Paskirtų darbuotojų padaliniuose sąrašą rasite dokumentų pakete pavadinimu „Dokumentai pareiškėjams (STSM2025)”.

**Išsamesnę informaciją Vilniaus universitete teikia Plėtros departamento darbuotojos:**

Vilma Rutkauskaitė, tel. (+370 5) 219 3201, el.p. [vilma.rutkauskaite@cr.vu.lt](mailto:vilma.rutkauskaite@cr.vu.lt) (konsultuojami padaliniai: FF, KF, MF, TF)",,4,1,Danutė (43831156),,,,Europe/Vilnius,,,,
note,"Aptarta su direktoriumi, Vygante, neteiksime.",,,,,Danutė (43831156),,2025-05-13T12:06:19.493000Z,,,,,,
task,LT-TW paraiška 2025,"Kvietimas: Lietuvos-Taivano mokslo projektai

Paraiškos Nr.: P-LT-TW-25-25

Vykdančioji institucija: VU

Pavadinimas ***“Artificial Intelligence Models to Predict Clinical Endpoints in Urological Cancers***”

Akronimas “***AI4UroCa***”

**LT komanda**:

1. Arvydas Laurinavičius - vadovas
2. Aida Laurinavičienė
3. Feliksas Jankevičius
4. Julius Drachneris
5. Lin Yu-Chien
6. Mantas Fabijonavičius",,4,1,Danutė (43831156),,,,Europe/Vilnius,,,,
note,Laimėtas LT-TW paraiškas planuoja skelbti šią savaitę (iki 2025-08-14 d.),,,,,Danutė (43831156),,2025-08-11T06:27:25.632000Z,,,,,,
note,"Paraiška įvertinta gerai, bet negavo finansavimo.",,,,,Danutė (43831156),,2025-09-23T06:05:07.297000Z,,,,,,
task,MSCA podoktorantūros stipendijų kvietimas,"[MSCA POSTDOCTORAL FELLOWSHIPS AT VU FACULTY OF MEDICINE, TRANSLATIONAL… | Arvydas Laurinavicius](https://www.linkedin.com/posts/arvydas-laurinavicius-7710837_msca-postdoctoral-fellowships-at-vu-faculty-activity-7324713829081178112-uqWN?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAFBkIUBv09Tc3aLhA6mYZYg99Ta8nsJbWo)

Marie Skłodowska-Curie veiksmų (MSCA) 2025 m. podoktorantūros stipendijų kvietimas (HORIZON-MSCA-2025-PF-01-01) skirtas skatinti mokslininkų kūrybinį ir inovacinį potencialą, suteikiant galimybę įgyti naujų įgūdžių per pažangų mokymąsi, tarptautinį, tarpdisciplininį ir tarpsektorinį mobilumą. ​[CORDIS+2marie-sklodowska-curie-actions.ec.europa.eu+2European Research Executive Agency+2](https://marie-sklodowska-curie-actions.ec.europa.eu/calls/msca-postdoctoral-fellowships-2025?utm_source=chatgpt.com)

**Pagrindiniai kvietimo etapai**

- **2025 m. gegužės 8 d.** – kvietimo paskelbimas
- **2025 m. rugsėjo 10 d.** – pasiūlymų pateikimo terminas
- **2026 m. vasaris** – rezultatų paskelbimas pareiškėjams (numatoma)
- **2026 m. balandis** – sutarties pasirašymas ir projektų pradžia (numatoma)​

**Stipendijų rūšys**

- **Europos podoktorantūros stipendijos**: skirtos mokslininkams, norintiems vykdyti mokslinius tyrimus ES valstybėse narėse arba Horizon Europe asocijuotose šalyse. Trukmė: 12–24 mėnesiai.
- **Globalios podoktorantūros stipendijos**: skirtos ES arba asocijuotų šalių piliečiams ar ilgalaikiams gyventojams, norintiems vykdyti tyrimus trečiosiose šalyse (neasocijuotose su Horizon Europe). Reikalinga išvykimo fazė (12–24 mėn.) ir privaloma 12 mėn. grįžimo fazė į ES ar asocijuotą šalį.​[marie-sklodowska-curie-actions.ec.europa.eu](https://marie-sklodowska-curie-actions.ec.europa.eu/calls/msca-postdoctoral-fellowships-2025?utm_source=chatgpt.com)

**Tinkamumo kriterijai**

- Doktorantūros laipsnis turi būti įgytas iki kvietimo termino pabaigos.
- Ne daugiau kaip 8 metai mokslinių tyrimų patirties po doktorantūros laipsnio įgijimo (tam tikros pertraukos, pvz., motinystės atostogos, neįskaičiuojamos).
- Mobilumo taisyklės: pareiškėjas neturi būti gyvenęs ar vykdęs pagrindinės veiklos (darbo, studijų ir pan.) priimančioje šalyje ilgiau nei 12 mėnesių per paskutinius 36 mėnesius iki kvietimo termino.​",,2,1,Arvydas (43613934),Arvydas (43613934),in 87 days,en,Europe/Vilnius,,,2026-02-01,en
note,"Dr. Kotryna Vaidziulytė (Paryžius) Lietuvoje bus iki 2025-05-05 d. Tikėtina, kad ji turės priimti sprendimą kur įsidarbinti LT anksčiau nei 2026 m. balandį (kada bus gauti kvietimo rezultatai). Pagal MSCA kvietimą ji negali gyventi Lietuvoje ilgiau nei 12 mėnesių.",,,,,Danutė (43831156),,2025-04-23T05:59:06.858000Z,,,,,,
note,"**From:** Diana Bašinskaitė <diana.basinskaite@mf.vu.lt>
Jūsų skelbimas paskelbtas Euraxess platformoje: [MSCA POSTDOCTORAL FELLOWSHIPS AT VU FACULTY OF MEDICINE, TRANSLATIONAL HEALTH RESEARCH INSTITUTE, CENTRE FOR DIGITAL MEDICINE (nephropathology; tumour microenvironment; pathology informatics; multimodal predictive models; artificial intelligence) | EURAXESS](https://euraxess.ec.europa.eu/jobs/hosting/msca-postdoctoral-fellowships-vu-faculty-medicine-translational-health-research-0)

 Jei atsirastų susidomėjusių PhD studentų, prašysiu atsiųsti kandidato aktualų CV ir publikacijų sąrašą įvertinimui.",,,,,Danutė (43831156),,2025-04-29T10:16:22.703000Z,,,,,,
note,Idejau info i linkedin: [https://www.linkedin.com/posts/arvydas-laurinavicius-7710837_msca-postdoctoral-fellowships-at-vu-faculty-activity-7324713829081178112-uqWN?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAFBkIUBv09Tc3aLhA6mYZYg99Ta8nsJbWo](https://www.linkedin.com/posts/arvydas-laurinavicius-7710837_msca-postdoctoral-fellowships-at-vu-faculty-activity-7324713829081178112-uqWN?utm_source=share&utm_medium=member_desktop&rcm=ACoAAAFBkIUBv09Tc3aLhA6mYZYg99Ta8nsJbWo),,,,,Arvydas (43613934),,2025-05-04T09:28:08.188000Z,,,,,,
note,"Turim kandidate Ana Frei, PhD Univ Bern",,,,,Arvydas (43613934),,2025-07-29T12:43:48.007000Z,,,,,,
note,"**From:** Arvydas Laurinavičius <Arvydas.Laurinavicius@santa.lt>
**Subject:** RE: MCSA PF kandidatė - patvirtinimo laiškas

Sveiki, Šiandien pakalbėjome su Ana, ji už 2 savaičių kraustosi į kitą šalį, naują darbą. Dar turi nebaigtų darbų. Sutarėm, kad jau nebespėsim paruošti kokybiškos paraiškos. Planuojame kitais metais. Arvydas",,,,,Danutė (43831156),,2025-08-06T06:16:07.198000Z,,,,,,
note,Kitas metais - Ana Frei?,,,,,Arvydas (43613934),,2025-08-17T09:40:46.366000Z,,,,,,
note,"Priminimas kalendoriuj nusiųstas, kad 2026 kovo pradžioj perklausti Anos Frei ar norės dalyvauti MSA PF.",,,,,Danutė (43831156),,2025-09-03T05:58:44.453000Z,,,,,,
task,Eureka paraiška. LT-TW,"Kvietimas [Globalstars call with Taiwan - Eureka](https://eurekanetwork.org/opencalls/globalstars-taiwan-2025/)

Paraiškos pateikimo terminas: 2025-08-29**; 17:00 CEST**

Mokymai 2025-05-14 d.

Kvietimo [Globalstars call with Taiwan - Eureka](https://eurekanetwork.org/opencalls/globalstars-taiwan-2025/) terminas: 2025 rugpjūčio 29 d. (17:00 CEST)

Pagrindiniai nacionaliniai EUREKA „Globalstars“ su Taivanu projekto reikalavimai ir sąlygos:

• Projekto trukmė – iki 36 mėnesių.

• Finansavimas – dotacija, ne daugiau kaip 300 000 eurų vienam projektui (tai yra, Lietuvos daliai).

• Pagrindinis partneris / pagrindinis pareiškėjas turi būti Lietuvos universitetas, aukštojo mokslo įstaiga (kolegija) arba mokslinių tyrimų centras.

• Projekto partneris yra MVĮ, bendradarbiaujanti su mokslinių tyrimų įstaiga, siekiant sukurti naują produktą, procesą ar paslaugą, turinčią rinkos potencialą.

• Privalomas tarptautinis partneris – įmonė iš Taivano.

• Projektas turi prasidėti nuo ne žemesnio technologinio pasirengimo (TRL) 5 lygio (ir įrodyti, kad TRL 4 yra pasiektas) ir iki projekto pabaigos pasiekti bent TRL 7, pageidautina – TRL 9.

• Biudžetas turi būti paskirstytas taip, kad nė vienas subjektas ar šalis negalėtų turėti daugiau nei 70 % projekto biudžeto.

• Projekto rezultatas turi būti skirtas civiliniam naudojimui (ne kariniam), o projekto MTEP veikla turi atitikti nacionalinius išmaniosios specializacijos / strategijos prioritetus. 

• Finansavimas teikiamas iš ESF, projektai turi atitikti valstybės pagalbos taisykles:

• Universitetai, mokslinių tyrimų ir studijų institucijos (neekonominei veiklai): gali būti finansuojamos 100 % tinkamų finansuoti išlaidų

• MVĮ: tinkamos finansuoti išlaidos gali būti finansuojamos / padengiamos iki 80 %, priklausomai nuo jų dydžio ir tyrimų etapo (taikomųjų tyrimų ar eksperimentinės plėtros).

Šis kvietimas teikia prioritetą mokslinių tyrimų ir eksperimentinės plėtros (MTEP) projektams šiose srityse:

1. Aukštosios technologijos, tokios kaip (bet neapsiribojant):
2. Puslaidininkiai ir fotonika (integriniai grandynai)
3. Telekomunikacijos (5G, 6G)
4. Pažangioji gamyba
5. Skaitmeninė sveikata / biotechnologijos
6. Tvarumas, toks kaip (bet neapsiribojant):
7. Žiedinė ekonomika, įskaitant anglies apytakos ciklą ir pramoninių procesų uždarą ciklą
8. Judumas",,4,1,Danutė (43831156),Arvydas (43613934),,,Europe/Vilnius,,,,
note,"Rytoj (2025-05-14 d. nuo ryto) yra šio kvietimo renginys. Prasminga dalyvauti, jei rimtai planuojame teikti paraišką.",,,,,Danutė (43831156),,2025-05-13T12:15:28.797000Z,,,,,,
note,"**From:** Martynas Riauka <martynas.riauka@ff.vu.lt>
**Sent:** 2025 m. gegužės 11 d., sekmadienis 15:43
**To:** Arvydas Laurinavičius <Arvydas.Laurinavicius@santa.lt>; Danutė Užusenienė <Danute.Uzuseniene@santa.lt>
**Cc:** Aida Laurinavičienė <Aida.Laurinaviciene@santa.lt>
**Subject:** Re: GlobalStars?

Sveiki,

 Iš to, ką matau dabar, yra dvi kryptys - light sheet ir laser scanning 3D. Kalbant apie light sheet, viena problema yra šviesos šaltinis, kita - visiškai neturim patirties ir ""know-how"" su tokiomis sistemomis. Iš laser scanning pusės turime patirtį. Kas būtų galimai reikalinga, tai gilesnio infraredo lazeris geresniam įsiskverbimui į audinį (LightCon tuo klausimu manau galėtų pagelbėti). Bet kokiu atveju, iki paraiškos teikimo reiktų pademonstruoti, kad su tokia sistema, kokią turime dabar, galime vaizdinti visą biopsiją be tissue clearingo. Jei būtų galima gauti daugiau 600 mikrometrų skersmens biopsijų stulpelių, pabandytume išgryninti optimalius vaizdinimo parametrus 1030 nm bangos ilgio sistemoje. Metodo pranašumai light sheet atžvilgiu būtų tissue clearingo ir specifinio fluorescencinio dažymo eliminavimas ir papildomas label-free kolageno kontrastas (SHG). Tiesinį light sheet taiko ir kitos grupės, tai nežinau, ką naujo galėtume pasiūlyti iš light sheet pusės. Martynas",,,,,Danutė (43831156),,2025-05-13T12:15:56.026000Z,,,,,,
note,"1) 2025 m. gegužę buvo priimtas sprendimas paraiškų neteikti. 2) Likus labai nedaug laiko iki paraiškų pateikimo paraišką planavo teikti Samuilis, vėliau persigalvojo, likus dienai iki paraiškų pateikimo perdavė vadovauti projektą kolegei Jūratei 3) Pirma paraiškos dalis pateikta, antrą paraiškos dalį naujoji vadovė nusprendė nebeteikti. Doc. Jūratė Dementavičienė: ""Šiuo metu ir esant labai ribotam terminui galimybių tęsti darbą neturime. Dėkingi už Jūsų pastangas ir supratimą"".",,,,,Danutė (43831156),,2025-09-19T07:32:30.849000Z,,,,,,
task,ONCOINTEGRA with VUGENE @PROJECT,,,2,1,Arvydas (43613934),Danutė (43831156),510 days ago,en,Europe/Vilnius,,,,
note,BIOMAPA pakeite Cureline,,,,,Arvydas (43613934),,2023-12-27T07:37:10.957000Z,,,,,,
note,Pateikti agentūrai planuojami lėšų srautai,,,,,Danutė (43831156),,2024-05-08T07:00:40.813000Z,,,,,,
note,"PROJEKTO IMTIS: 1) 50 atvejų – storžarnės. 2) 50 atvejų – inkstų 3) 100 atvejų – prostatos.

IMTIS BIOETIKOS PROTOKOLE: 1) 100 pacientų su patvirtinta storosios žarnos onkologine liga; 2) 100 pacientų su patvirtinta inkstų onkologine liga. 3) 200 pacientų su patvirtinta prostatos onkologine liga. 4) 100 pacientų su patvirtinta plaučių onkologine liga.",,,,,Danutė (43831156),,2024-07-17T06:57:52.067000Z,,,,,,
note,"**KLAUSIMAI:**

1\.      Pacientu imtys nedideles, laiko nedaug, reikia sufokusuoti partneriu tyrimus naviku profiliavimui. Projekto remuose rinksim CRC, RCC, PCa. Ar siems veziams yra imunoterapijos perspektyvos Lietuvoje? Standartizuoti gydymo protokolai?

2\.      Kokie clinical endpoints šioms imtims realūs per projekto laikotarpį.

3\.      Navikų profiliavimas NKS – kas ir kokiais metodais? Kokia imtis.

4\.      Navikų profiliavimas single cell transcriptomics/genomics – prof. Mažutis, kokie žymenys? Kokia imtis.

5\.      Navikų profiliavimas, structured reports? computational path, IHC, spatial proteomics/transcriptomics – VPC? Kokia imtis.

6\.      Bioinformatika – VUGENE – metodai, galimybės, duomenys, integracijos, imtys.

7\.      VULSK BB infrastrukturos naudojimas, platus pacientu sutikimas, nuasmeninimas.

8\.      Kas rinks krauja?",,,,,Arvydas (43613934),,2024-07-17T06:59:05.745000Z,,,,,,
note,"1. Bioetikos dok. pateikti VULSK Klinikinių tyrimų skyriaus peržiūrai. Peržiūrėjo protokolą, pastabų nebuvo. Kitų dokumentų neperžiūrėjo.
2. UAB ""Cureline"" pateikta info, kad bioetikai trūksta paraiškų, IASF, detalizuotų metodikų su tiriamosios medžiagos kiekiais.",,,,,Danutė (43831156),,2024-08-21T06:58:35.796000Z,,,,,,
note,"Pradėtos pagrindinių darbuotojų (Arvydas, Aida, Dovilė, Renaldas, K. Strupas) darbinimo procedūros VULSK. Su gydytojais kalbėsime rugsėjį, jiems grįžus iš atostogų.",,,,,Danutė (43831156),,2024-08-21T07:00:15.826000Z,,,,,,
note,"Priminta, kad Klinikiniai tyrimai peržiūrėtų bendradarbiavimo sutartį (teisininkė jau grįžus iš atostogų)",,,,,Danutė (43831156),,2024-08-29T07:41:39.300000Z,,,,,,
note,1) BIOETIKA. Gautos Klinikinių tyrimų skyriaus pastabos sutarčiai 2) 2024-09-03 posėdžio metu aptartas tyrimo vykdymo protokolas 3) aktualu išdiskutuoti su Albertu Čekausku. Susitikimas?,,,,,Danutė (43831156),,2024-09-04T06:17:15.190000Z,,,,,,
note,"Aptarta su Aida, Gedmante, Loreta ir Danute.  

1\.      VPC įvykdytame pirkime „Reagentų ir darbo priemonių, skirtų onkogenetiniams tyrimams naujos kartos sekoskaita pirkimą“ (Sutarties data ir Nr.: 2025-03-25; 25-C-971) prekėms pritaikytas 5 proc. PVM. Pagal PVM įstatymą reagentai, kuriems taikomas 5 proc. PVM, turi būti naudojami ne mokslui, o diagnostikai. Tam, kad būtų galima prekes priskirti Oncointegra projektui, reikia įsigyti prekes su 21 proc. PVM.

2\.      Sutarta, kad vykdysime naują pirkimą „Reagentai pažangiems patologijos tyrimams“ (atviras konkursas (tarptautinis) už 81339,74 Eur. be PVM (arba 98421,09 Eur. su PVM). Galėsime nupirkti tiek reagentus, būtinus NGS atlikimui (klinikinė panelė), tiek kitus reagentus, kurių įsigijimas labai reikalingas + stikliukus „spatial biology“ vykdymui. Gedmantė parengs specifikaciją ir pateiks iškart, kai tik gaus iš tiekėjo atsakymus dėl kai kurių pozicijų.",,,,,Danutė (43831156),,2025-04-15T15:45:42.674000Z,,,,,,
note,uztruks diegimas?,,,,,Arvydas (43613934),,2025-04-16T04:51:31.599000Z,,,,,,
note,"Diegimas vyks kaip planuota, reagentus diegimui dengia kompanija. Pirmaji rinkini isigysime reakcijoms testi is VPC ivykusios diagnostiniu tyrimu sutarties.",,,,,Aida (43629179),,2025-04-16T05:16:46.125000Z,,,,,,
note,"Trumpa info VULSK komandai.

 1.      Pagrindiniu projekto koordinatoriumi paskirtas daug patirties turintis Julius Gagilas (Arvydo Lubio pavaduotojas). Už jo koordinavimą mokės iš VU netiesioginių lėšų

2\.      Audinių disociaciją atliks Mantas (iš HOTC), jis bus įdarbintas į VU GMC 3 mėnesiams nuo gegužės mėn, galės naudotis įranga + jam skirs reagentus.

3\.      Bendradarbiavimo sutartis dėl bioetikos tarp šalių nepasirašyta. UAB „Cureline“ nebedirba nei vienas žmogus, nėra su kuo pasirašyti šią sutartį. Bioetikos dokumentacijoje buvo nurodyta, kad bioetika galioja, jei bus pasirašyta bendradarbiavimo sutartis. Planuojama koreguoti bioetiką ir teikti bioetikos papildymą. Atsakingas asmuo - Julius Gagilas.

4\.      Julius Gagilas kreipsis į Dovilę Žilėnaitę-Petrulaitienę (praeitą savaitę Dovilė atostogavo), derinsis aspektus ką tikslingą koreguoti dokumentacijoje. Prof. Laurinavičius prašė Manto peržiūrėti kur galima supaprastinti anketas, atsisakyti vertės nekuriančių punktų, kad jums būtų lengviau dirbti. Šis klausimas galioja visiems. Jei matote galimybę kažkur supaprastinti klinikinių duomenų rinkimo anketas, siūlykit.

5\.      Buvo prašymas per posėdžius pasidalinti kiek surinkta mėginių. Prof. Strupas minėjo, kad pasiruoš šiam klausimui. Šis klausimas ypač aktualus Vugene, nes jie turės kurti programinę įrangą. Klaus ir kitų. Jiems kyla klausimų ar yra būdų kaip pagreitinti rinkimo procesą.

6\.      UAB “Inovacijų agentūra” nežada, kad lėšų, suplanuotų UAB “Cureline” perskirstymas UAB “Vugene” bus greitas.",,,,,Danutė (43831156),,2025-04-29T06:05:54.023000Z,,,,,,
note,"1. 2025-07-28 d. pateikta projekto VULSK dalies neekonominės veiklos ataskaita ir atkreiptas dėmesys, kad nesutampa rodikliai tarp VU teikiamų ataskaitų Inovacijų agentūrai ir rodiklių, kuriais vadovaujasi Inovacijų agentūra.
2. 2025-07-29 d. Gagilas išsiaiškino su Curelaine, kad Curelaine pakoregavo dokumentus, bet jų nesuderino su Inovacijų agentūra. Pagrindinė problema vietoj planuotos 200 pacientų imties reikia surinkti 500 pacientų imtį. Inovacijų agentūra pradėjo kalbėti apie projekto eskpertizę ir pakartotinį finansavimo įvertinimą, jei imtis sumažėtų 5 kartus. Gagilas informavo IA, kad surinkti didesnės tiriamųjų imties projekto dalyviai nesugebės. Pasiūlėme įtraukti retrospektyvią imtį.",,,,,Danutė (43831156),,2025-07-30T06:00:27.896000Z,,,,,,
note,"Dėl likusių darbuotojų įdarbinimo. Po tiesioginių skambučių su IA projektų vadovu Karoliu Balaišiu, jis inicijavo susitikimą su CPVA. IA patvirtino, kad mūsų siųstus raštus parodė CPVA (iki šiol IA šių raštų nebuvo išsiuntusi CPVA). CPVA pateiktos info pakako, sakė, kad xls failas jiems yra labai informatyvus bei žadėjo pakeitimams pritarti greitai, jei tie pakeitimai nesusiję su Cureline pasitraukimu ir papildomų veiklų įtraukimu ar nauju veiklų pasiskirstymu tarp partnerių. Iš raštų eliminuotas tik pilno genomo sekvenavimas bei duomenų mokslininkas, įtraukta nauja rezidentė. NGS klinikinė panelė įvardinta kaip molekulinis profiliavimas ir histopatologijos dalis. Raštas teikiamas VULSK drabuotojų vizavimui per Erą ir Nugaro pasirašymui.",,,,,Danutė (43831156),,2025-07-30T06:09:28.538000Z,,,,,,
note,man reiks vizuoti?,,,,,Arvydas (43613934),,2025-07-30T06:19:39.156000Z,,,,,,
note,"Taip, EROJE",,,,,Danutė (43831156),,2025-07-30T06:53:30.408000Z,,,,,,
note,2025-07-30 d. atnaujinta neekonominės veiklos ataskaita pateikta,,,,,Danutė (43831156),,2025-07-30T06:53:57.207000Z,,,,,,
note,"Sukurta kita užduotis ""ONCOINTEGRA"", ši archyvuojama",,,,,Danutė (43831156),,2025-09-19T07:33:37.136000Z,,,,,,
task,Bioethics / Study design,,,4,2,Arvydas (43613934),,,,Europe/Vilnius,,,,
task,NefBx bioetika,,,4,1,Danutė (43831156),Danutė (43831156),,,Europe/Vilnius,,,,
note,"Gautas VRBTEK pritarimas papildyti bioetiką „Natyvinių ir transplantuotų inkstų biopsijų analizė <...>“ (NefBx). Į tyrimą įtrauktas gydytojas rezidentas Rytis Stankevičius, bioinformatikas Hugas Tauras Jasinskas ir studentės:  Izabelė Gervelytė, Marija Gudynaitė, Kamilė Čeponytė. Papildytas protokolas. Parengta PRADA. Artimiausiu metu pateiks oficialų atsakymą.",,,,,Danutė (43831156),,2025-04-15T14:28:17.361000Z,,,,,,
note,Bioetika gauta,,,,,Danutė (43831156),,2025-08-06T06:17:02.793000Z,,,,,,
note,aptarsim 11 val.,,,,,Arvydas (43613934),,2025-08-06T06:43:24.016000Z,,,,,,
